cleaned_text,sentiment,text_length
posing shelly frank,0,19
ranked randoms,0,14
sign,0,4
nita carried,0,12
hell map still rotation competitive ranked match,0,48
ranked still bad,-1,16
best icon duo game,1,18
possible willow hypecharge,0,26
bad randoms season,-1,18
guys think make,0,15
oh goodness,0,11
supposed shown,0,14
brawl hockey ranked,0,19
belle grounded star power work,0,30
bro stand like,0,14
bans work ranked,0,16
nice themeplate btw,1,19
genes cheeks skin pink,-1,22
going crazy lumi lowkey sound like bj rk,-1,40
surge bug hypercharge,0,21
highest rank brawlstars,-1,23
personal opinions every brawler released point,0,46
think supercell wants play flaring phoenix,1,42
think got tired shelly,-1,22
going limited days say gonna make available another way,1,55
posing shelly frank,0,19
ranked randoms,0,14
sign,0,4
nita carried,0,12
hell map still rotation competitive ranked match,0,48
ranked still bad,-1,16
best icon duo game,1,18
possible willow hypecharge,0,26
bad randoms season,-1,18
guys think make,0,15
oh goodness,0,11
supposed shown,0,14
brawl hockey ranked,0,19
belle grounded star power work,0,30
bro stand like,0,14
bans work ranked,0,16
nice themeplate btw,1,19
genes cheeks skin pink,-1,22
going crazy lumi lowkey sound like bj rk,-1,40
surge bug hypercharge,0,21
highest rank brawlstars,-1,23
personal opinions every brawler released point,0,46
think supercell wants play flaring phoenix,1,42
think got tired shelly,-1,22
going limited days say gonna make available another way,1,55
posing shelly frank,0,19
ranked randoms,0,14
sign,0,4
nita carried,0,12
hell map still rotation competitive ranked match,0,48
ranked still bad,-1,16
best icon duo game,1,18
possible willow hypecharge,0,26
bad randoms season,-1,18
guys think make,0,15
oh goodness,0,11
supposed shown,0,14
brawl hockey ranked,0,19
belle grounded star power work,0,30
bro stand like,0,14
bans work ranked,0,16
nice themeplate btw,1,19
genes cheeks skin pink,-1,22
going crazy lumi lowkey sound like bj rk,-1,40
surge bug hypercharge,0,21
highest rank brawlstars,-1,23
personal opinions every brawler released point,0,46
think supercell wants play flaring phoenix,1,42
think got tired shelly,-1,22
going limited days say gonna make available another way,1,55
posing shelly frank,0,19
ranked randoms,0,14
sign,0,4
nita carried,0,12
hell map still rotation competitive ranked match,0,48
ranked still bad,-1,16
best icon duo game,1,18
possible willow hypecharge,0,26
bad randoms season,-1,18
guys think make,0,15
oh goodness,0,11
supposed shown,0,14
brawl hockey ranked,0,19
belle grounded star power work,0,30
bro stand like,0,14
bans work ranked,0,16
nice themeplate btw,1,19
genes cheeks skin pink,-1,22
going crazy lumi lowkey sound like bj rk,-1,40
surge bug hypercharge,0,21
highest rank brawlstars,-1,23
personal opinions every brawler released point,0,46
think supercell wants play flaring phoenix,1,42
think got tired shelly,-1,22
going limited days say gonna make available another way,1,55
posing shelly frank,0,19
ranked randoms,0,14
sign,0,4
nita carried,0,12
hell map still rotation competitive ranked match,0,48
ranked still bad,-1,16
best icon duo game,1,18
possible willow hypecharge,0,26
bad randoms season,-1,18
guys think make,0,15
oh goodness,0,11
supposed shown,0,14
brawl hockey ranked,0,19
belle grounded star power work,0,30
bro stand like,0,14
bans work ranked,0,16
nice themeplate btw,1,19
genes cheeks skin pink,-1,22
going crazy lumi lowkey sound like bj rk,-1,40
surge bug hypercharge,0,21
highest rank brawlstars,-1,23
personal opinions every brawler released point,0,46
think supercell wants play flaring phoenix,1,42
think got tired shelly,-1,22
going limited days say gonna make available another way,1,55
posing shelly frank,0,19
ranked randoms,0,14
sign,0,4
nita carried,0,12
hell map still rotation competitive ranked match,0,48
ranked still bad,-1,16
best icon duo game,1,18
possible willow hypecharge,0,26
bad randoms season,-1,18
guys think make,0,15
oh goodness,0,11
supposed shown,0,14
brawl hockey ranked,0,19
belle grounded star power work,0,30
bro stand like,0,14
bans work ranked,0,16
nice themeplate btw,1,19
genes cheeks skin pink,-1,22
going crazy lumi lowkey sound like bj rk,-1,40
surge bug hypercharge,0,21
highest rank brawlstars,-1,23
personal opinions every brawler released point,0,46
think supercell wants play flaring phoenix,1,42
think got tired shelly,-1,22
going limited days say gonna make available another way,1,55
posing shelly frank,0,19
ranked randoms,0,14
sign,0,4
nita carried,0,12
hell map still rotation competitive ranked match,0,48
ranked still bad,-1,16
best icon duo game,1,18
possible willow hypecharge,0,26
bad randoms season,-1,18
guys think make,0,15
oh goodness,0,11
supposed shown,0,14
brawl hockey ranked,0,19
belle grounded star power work,0,30
bro stand like,0,14
bans work ranked,0,16
nice themeplate btw,1,19
genes cheeks skin pink,-1,22
going crazy lumi lowkey sound like bj rk,-1,40
surge bug hypercharge,0,21
highest rank brawlstars,-1,23
personal opinions every brawler released point,0,46
think supercell wants play flaring phoenix,1,42
think got tired shelly,-1,22
going limited days say gonna make available another way,1,55
posing shelly frank,0,19
ranked randoms,0,14
sign,0,4
nita carried,0,12
hell map still rotation competitive ranked match,0,48
ranked still bad,-1,16
best icon duo game,1,18
possible willow hypecharge,0,26
bad randoms season,-1,18
guys think make,0,15
oh goodness,0,11
supposed shown,0,14
brawl hockey ranked,0,19
belle grounded star power work,0,30
bro stand like,0,14
bans work ranked,0,16
nice themeplate btw,1,19
genes cheeks skin pink,-1,22
going crazy lumi lowkey sound like bj rk,-1,40
surge bug hypercharge,0,21
highest rank brawlstars,-1,23
personal opinions every brawler released point,0,46
think supercell wants play flaring phoenix,1,42
think got tired shelly,-1,22
going limited days say gonna make available another way,1,55
posing shelly frank,0,19
ranked randoms,0,14
sign,0,4
nita carried,0,12
hell map still rotation competitive ranked match,0,48
ranked still bad,-1,16
best icon duo game,1,18
possible willow hypecharge,0,26
bad randoms season,-1,18
guys think make,0,15
oh goodness,0,11
supposed shown,0,14
brawl hockey ranked,0,19
belle grounded star power work,0,30
bro stand like,0,14
bans work ranked,0,16
nice themeplate btw,1,19
genes cheeks skin pink,-1,22
going crazy lumi lowkey sound like bj rk,-1,40
surge bug hypercharge,0,21
highest rank brawlstars,-1,23
personal opinions every brawler released point,0,46
think supercell wants play flaring phoenix,1,42
think got tired shelly,-1,22
going limited days say gonna make available another way,1,55
posing shelly frank,0,19
ranked randoms,0,14
sign,0,4
nita carried,0,12
hell map still rotation competitive ranked match,0,48
ranked still bad,-1,16
best icon duo game,1,18
possible willow hypecharge,0,26
bad randoms season,-1,18
guys think make,0,15
oh goodness,0,11
supposed shown,0,14
brawl hockey ranked,0,19
belle grounded star power work,0,30
bro stand like,0,14
bans work ranked,0,16
nice themeplate btw,1,19
genes cheeks skin pink,-1,22
going crazy lumi lowkey sound like bj rk,-1,40
surge bug hypercharge,0,21
highest rank brawlstars,-1,23
personal opinions every brawler released point,0,46
think supercell wants play flaring phoenix,1,42
think got tired shelly,-1,22
going limited days say gonna make available another way,1,55
posing shelly frank,0,19
ranked randoms,0,14
sign,0,4
nita carried,0,12
hell map still rotation competitive ranked match,0,48
ranked still bad,-1,16
best icon duo game,1,18
possible willow hypecharge,0,26
bad randoms season,-1,18
guys think make,0,15
oh goodness,0,11
supposed shown,0,14
brawl hockey ranked,0,19
belle grounded star power work,0,30
bro stand like,0,14
bans work ranked,0,16
nice themeplate btw,1,19
genes cheeks skin pink,-1,22
going crazy lumi lowkey sound like bj rk,-1,40
